stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay,stop_lat,stop_lon
TERONTOLA CORTONA,IC,Mon,7.435064935064935,2.0,13,154,59,49,31,43.210263,12.007906
TORINO LINGOTTO,IC,Mon,1.7676767676767677,-1.0,12,99,16,10,8,45.0266,7.657469
TREVISO C.,IC,Mon,-0.25,-2.0,1,4,0,0,0,45.659608,12.24614
VAIRANO,IC,Mon,10.653846153846153,13.0,2,26,16,14,14,41.317446,14.104022
VERCELLI,IC,Mon,3.9310344827586206,1.0,4,29,7,3,2,45.329909,8.416028
VERONA PORTA NUOVA,IC,Mon,-0.5,-2.0,2,2,0,0,0,45.428603,10.982377
VILLANOVA,IC,Mon,2.3333333333333335,1.0,1,6,3,1,0,44.963159,7.947136
ALASSIO,IC,Mon,7.814159292035399,7.0,10,113,90,72,29,44.007889,8.17112
AMANTEA,IC,Mon,10.308943089430894,2.0,13,123,42,27,16,39.134353,16.068448
AUGUSTA,IC,Mon,16.875,5.0,9,56,31,28,13,37.24334,15.218628
BARCELLONA,IC,Mon,10.028571428571428,1.0,5,35,10,8,5,38.14918,15.212499
BENEVENTO,IC,Mon,2.433333333333333,1.0,3,30,8,6,3,41.141901,14.769998
BIANCO,IC,Mon,1.0,1.0,1,1,0,0,0,38.089072,16.153348
BORDIGHERA,IC,Mon,5.052631578947368,4.0,7,76,39,22,14,43.778313,7.663504
BRINDISI,IC,Mon,3.2454545454545456,2.0,14,110,30,16,10,40.634339,17.938978
CALOPEZZATI,IC,Mon,12.0,12.0,1,1,1,1,1,39.579022,16.819361
CAMPIGLIA MARITTIMA,IC,Mon,9.194805194805195,4.0,6,77,43,33,21,43.017118,10.586558
CAPO D`ORLANDO-NASO,IC,Mon,10.857142857142858,3.0,5,35,13,10,6,38.157941,14.744844
CARRARA AVENZA,IC,Mon,6.5,3.0,2,2,1,1,0,44.051239,10.062927
CECINA,IC,Mon,4.675324675324675,1.0,7,77,27,19,8,43.31028,10.514225
