stop_name,train_class,day_of_week,avg_arrival_delay,median_arrival_delay,count_trains,count_stops,count_3m_delay,count_5m_delay,count_10m_delay
POLIGNANO A MARE,IC,Fri,8.24,5.0,2,25,16,12,8
PRAJA AJETA TORTORA,IC,Fri,6.2745098039215685,4.0,4,51,28,23,8
RAPALLO,IC,Fri,11.75,5.0,4,4,3,2,2
REGGIO EMILIA,IC,Fri,6.43312101910828,4.0,15,157,85,66,32
RIMINIFIERA,IC,Fri,4.142857142857143,3.0,7,7,2,2,0
ROMA OSTIENSE,IC,Fri,4.402439024390244,-1.0,10,82,16,13,9
ROVIGO,IC,Fri,5.0,2.0,4,40,16,12,6
S.AGATA M.,IC,Fri,10.86111111111111,2.0,7,36,16,15,9
SANREMO,IC,Fri,7.666666666666667,0.0,3,6,3,3,2
SARZANA,IC,Fri,4.888888888888889,2.0,4,45,15,11,7
SCALEA S.DOMENICA TALAO,IC,Fri,11.39090909090909,5.0,11,110,63,51,28
SENIGALLIA,IC,Fri,3.5217391304347827,1.0,11,138,51,33,13
SESTRI LEVANTE,IC,Fri,1.8084291187739463,1.0,21,261,79,46,24
SOLOPACA,IC,Fri,7.0,7.0,1,1,1,1,0
TAGGIA ARMA,IC,Fri,5.8,4.0,6,75,47,27,10
TERONTOLA CORTONA,IC,Fri,6.076923076923077,3.0,12,143,61,40,24
TORINO PORTA SUSA,IC,Fri,0.8928571428571429,1.0,4,28,2,1,1
TREBISACCE,IC,Fri,9.333333333333334,6.0,4,48,34,28,12
TREVISO C.,IC,Fri,15.0,-1.0,1,2,1,1,1
TRIESTE CENTRALE,IC,Fri,3.076923076923077,2.0,1,13,5,2,1
VARAZZE,IC,Fri,4.0,3.0,2,2,1,0,0
VASTO S.SALVO,IC,Fri,5.168141592920354,3.0,9,113,54,38,15
VENTIMIGLIA,IC,Fri,6.777777777777778,5.0,6,63,38,29,9
VILLA S.GIOVANNI MARE,IC,Fri,28.70967741935484,20.0,8,31,25,24,20
